METERID,METERHEAD,R_MF_9A_6P,R_MF_6P_10,R_SA_9A_6P,R_SA_6P_10,R_SU_9A_6P,R_SU_6P_10,RATE_MISC,TIMEINEFFE,T_MF_9A_6P,T_MF_6P_10,T_SA_9A_6P,T_SA_6P_10,T_SU_9A_6P,T_SU_6P_10,TIME_MISC,CREDITCARD,PAY_PHONE,Geo Local Area,Latitude,Longitude,Avg_Weekday_Rate,Avg_Weekend_Rate,Is_Weekend_Cheaper
742208,Pay_Station,2,1,2,1,2,1,0.5,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,50804,Mount_Pleasant,49.265183991611224,-123.10278402757565,1.5,3,False
A60018,Pay_Station,2,1,2,1,2,1,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,59842,Mount_Pleasant,49.265499263821674,-123.10357047875505,1.5,3,False
B60131,Pay_Station,2,1,2,1,2,1,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,59840,Mount_Pleasant,49.26571070520562,-123.1085292844949,1.5,3,False
A60003,Pay_Station,2,1,2,1,2,1,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,13,Yes,50786,Mount_Pleasant,49.26562899455662,-123.10437801864501,1.5,3,False
B60015,Pay_Station,2,1,2,1,2,1,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,59841,Mount_Pleasant,49.26565904703973,-123.10604798537835,1.5,3,False
782117,Pay_Station,2,1,2,1,2,1,0.5,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,57942,Mount_Pleasant,49.26602399269678,-123.11092298596162,1.5,3,False
742112,Pay_Station,2,1,2,1,2,1,0.5,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,50035,Mount_Pleasant,49.265910033552366,-123.10274003885553,1.5,3,False
742209,Pay_Station,2,1,2,1,2,1,0.5,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,50062,Mount_Pleasant,49.265183024420395,-123.10296106193108,1.5,3,False
A50014,Pay_Station,2,1,2,1,2,1,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,59869,Mount_Pleasant,49.26641413307393,-123.10412735047863,1.5,3,False
522208,Pay_Station,2,1,2,1,2,1,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,50086,Mount_Pleasant,49.265312028575686,-123.10931197677147,1.5,3,False
B60115,Pay_Station,2,1,2,1,2,1,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,59840,Mount_Pleasant,49.265686999415365,-123.10762901814007,1.5,3,False
B60130,Pay_Station,2,1,2,1,2,1,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,50788,Mount_Pleasant,49.2655929855372,-123.10870093719355,1.5,3,False
B60207,Pay_Station,2,1,2,1,2,1,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,50802,Mount_Pleasant,49.26573098798393,-123.10992002829143,1.5,3,False
B60206,Pay_Station,2,1,2,1,2,1,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,50799,Mount_Pleasant,49.26561403841655,-123.10983798468766,1.5,3,False
742107,Pay_Station,2,1,2,1,2,1,0.5,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,50036,Mount_Pleasant,49.26610001596944,-123.10293795347506,1.5,3,False
B60007,Pay_Station,2,1,2,1,2,1,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,59841,Mount_Pleasant,49.26563893131103,-123.10552996867274,1.5,3,False
522112,Pay_Station,2,1,2,1,2,1,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,57943,Mount_Pleasant,49.26599202703574,-123.10935306535855,1.5,3,False
522209,Pay_Station,2,1,2,1,2,1,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,Yes,50329,Mount_Pleasant,49.265267975699096,-123.10957193643472,1.5,3,False
752216,Twin_Bay_Single,2,1,2,1,2,1,0.5,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,2,2,2,2,2,2,Yes,52947,Mount_Pleasant,49.26499199924625,-123.10472593563588,1.5,3,False
101014,Pay_Station,11,4,11,4,11,4,5,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,13,Yes,66602,Downtown,49.285843445293835,-123.12017305075493,7.5,15,False
040032,Pay_Station,4,3,4,3,4,3,2,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,13,Yes,67804,Downtown,49.2827910437042,-123.10640797983922,3.5,7,False
8M2414,Single,2,2,2,2,2,2,0.5,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4,3,4,3,4,13,No,51070,Kitsilano,49.26452885716032,-123.17389032115639,2,4,False
B60097,Single_Motorbike,1,0.5,1,0.5,1,0.5,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,26,26,26,26,26,26,26,No,54394,Mount_Pleasant,49.265629864582095,-123.10501611313758,0.75,1.5,False
061029,Single,8,7,8,7,8,7,4,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,13,Yes,65274,Downtown,49.28764956471476,-123.11862622442153,7.5,15,False
170916,Twin,2,2,2,2,2,2,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,2,No,66448,Downtown,49.27777365812309,-123.13050294632899,2,4,False
540530,Pay_Station,2,2,2,2,2,2,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4,3,4,3,4,3,Yes,66613,Downtown,49.28007104368576,-123.10751801251972,2,4,False
540523,Pay_Station,2,2,2,2,2,2,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4,3,4,3,4,3,Yes,66614,Downtown,49.280228000412464,-123.10772101753534,2,4,False
010020,Pay_Station,2,3,2,3,2,3,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,13,Yes,66624,Downtown,49.283504753714546,-123.10321825669662,2.5,5,False
B42242,Twin,4,2,4,2,4,2,2,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,2,No,51976,Kitsilano,49.26811793855317,-123.15712762757498,3,6,False
NA1608,Pay_Station,3,2,3,2,3,2,1.5,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,2,Yes,59986,Mount_Pleasant,49.27116811437283,-123.10596626096681,2.5,5,False
170912,Single,2,2,2,2,2,2,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,2,No,66421,Downtown,49.27770361648982,-123.1303959353704,2,4,False
170914,Twin,2,2,2,2,2,2,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,2,No,66405,Downtown,49.27777365812309,-123.13050294632899,2,4,False
540510,Pay_Station,2,2,2,2,2,2,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4,3,4,3,4,3,Yes,66613,Downtown,49.280623982029404,-123.10751302737197,2,4,False
010002,Pay_Station,2,3,2,3,2,3,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,13,Yes,66624,Downtown,49.28341141334147,-123.1037377341054,2.5,5,False
010040,Pay_Station,2,3,2,3,2,3,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,13,Yes,66624,Downtown,49.28361629160919,-123.10265533704396,2.5,5,False
B42244,Single,4,2,4,2,4,2,2,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,2,No,57122,Kitsilano,49.268117693254275,-123.15730790399805,3,6,False
040030,Twin,4,3,4,3,4,3,2,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,13,No,63157,Downtown,49.28269875951271,-123.10588210780648,3.5,7,False
030137,Pay_Station,2,2,2,2,2,2,1,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,13,Yes,67815,Downtown,49.283262553524494,-123.10008489085558,2,4,False
NA1620,Pay_Station,3,2,3,2,3,2,1.5,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,2,Yes,59986,Mount_Pleasant,49.27062373689215,-123.10599273935546,2.5,5,False
101024,Pay_Station,11,4,11,4,11,4,5,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,13,Yes,66602,Downtown,49.28591208469209,-123.1205470474078,7.5,15,False
640610,Pay_Station,8,3,8,3,8,3,5,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,2,Yes,67090,Downtown,49.285188001626345,-123.11974118720718,5.5,11,False
490007,Pay_Station,3,2,3,2,3,2,1.5,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,13,Yes,67829,Strathcona,49.284530675302484,-123.09532946280544,2.5,5,False
B41906,Twin,4,6,4,6,4,6,2.5,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,2,No,51835,Kitsilano,49.267984267237665,-123.14851969463632,5,10,False
B41908,Twin,4,6,4,6,4,6,2.5,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,2,No,51863,Kitsilano,49.267984267237665,-123.14851969463632,5,10,False
B41910,Twin,4,6,4,6,4,6,2.5,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,2,No,51891,Kitsilano,49.26798403133629,-123.14870310468439,5,10,False
B41912,Twin,4,6,4,6,4,6,2.5,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,2,No,51947,Kitsilano,49.26798403133629,-123.14870310468439,5,10,False
B41934,Single,4,6,4,6,4,6,2.5,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,2,No,51975,Kitsilano,49.26799864722475,-123.14972802507465,5,10,False
B42240,Twin,4,2,4,2,4,2,2,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4,2,4,2,4,2,No,51948,Kitsilano,49.26811793855317,-123.15712762757498,3,6,False
